id,title,intro,poster,pubdate,url,rating,genres,star,comment,tags,star_time,card
3464144451,寄生虫,,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2561439800.jpg,2019-05-21(戛纳电影节),https://movie.douban.com/subject/27010768/,8.8,剧情,,,,2022-08-19 20:25:49,
3464144418,阿凡达,,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2634997853.jpg,2010-01-04(中国大陆),https://movie.douban.com/subject/1652587/,8.8,"动作,科幻,冒险",,,,2022-08-19 20:25:48,
3464144403,你的名字。,,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2395733377.jpg,2016-12-02(中国大陆),https://movie.douban.com/subject/26683290/,8.5,"剧情,爱情,动画",,,,2022-08-19 20:25:47,
3464144358,忠犬八公的故事,,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2587099240.jpg,2009-06-13(西雅图电影节),https://movie.douban.com/subject/3011091/,9.4,剧情,,,,2022-08-19 20:25:44,
3464144270,当幸福来敲门,,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2614359276.jpg,2008-01-17(中国大陆),https://movie.douban.com/subject/1849031/,9.2,"剧情,传记,家庭",,,,2022-08-19 20:25:40,
3464144252,大话西游之大圣娶亲,,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2455050536.jpg,2014-10-24(中国大陆),https://movie.douban.com/subject/1292213/,9.2,"喜剧,爱情,奇幻",,,,2022-08-19 20:25:39,
3464144240,摔跤吧！爸爸,,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2401676338.jpg,2017-05-05(中国大陆),https://movie.douban.com/subject/26387939/,9,"剧情,传记,运动",,,,2022-08-19 20:25:38,
3464144203,寻梦环游记,,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2614500706.jpg,2017-11-24(中国大陆),https://movie.douban.com/subject/20495023/,9.1,"喜剧,动画,奇幻",,,,2022-08-19 20:25:36,
3464144219,绿皮书,,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2549177902.jpg,2019-03-01(中国大陆),https://movie.douban.com/subject/27060077/,8.9,"剧情,喜剧,传记",,,,2022-08-19 20:25:36,
3464144180,楚门的世界,,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p479682972.jpg,1998-06-05(美国),https://movie.douban.com/subject/1292064/,9.3,"剧情,科幻",,,,2022-08-19 20:25:34,
3464144094,海上钢琴师,,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2574551676.jpg,2019-11-15(中国大陆),https://movie.douban.com/subject/1292001/,9.3,"剧情,音乐",,,,2022-08-19 20:25:30,
3464144026,怦然心动,,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p501177648.jpg,2010-07-26(好莱坞首映),https://movie.douban.com/subject/3319755/,9.1,"剧情,喜剧,爱情",,,,2022-08-19 20:25:26,
3464143998,哪吒之魔童降世,,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2563780504.jpg,2019-07-26(中国大陆),https://movie.douban.com/subject/26794435/,8.4,"剧情,喜剧,动画",,,,2022-08-19 20:25:25,
3464143973,倚天屠龙记,,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p1577206143.jpg,1994-03-10(中国台湾),https://movie.douban.com/subject/1786735/,7.9,"剧情,武侠,古装",,,,2022-08-19 20:25:24,
3464143942,疯狂动物城,,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2614500649.jpg,2016-03-04(中国大陆),https://movie.douban.com/subject/25662329/,9.2,"喜剧,动画,冒险",,,,2022-08-19 20:25:23,
3464143881,盗梦空间,,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p513344864.jpg,2010-09-01(中国大陆),https://movie.douban.com/subject/3541415/,9.4,"剧情,科幻,悬疑",,,,2022-08-19 20:25:20,
3464143846,红楼梦,,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2554030915.jpg,1987-05-02(中国大陆),https://movie.douban.com/subject/1864810/,9.7,"剧情,爱情,古装",,,,2022-08-19 20:25:18,
3464143862,我不是药神,,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2561305376.jpg,2018-07-05(中国大陆),https://movie.douban.com/subject/26752088/,9,"剧情,喜剧",,,,2022-08-19 20:25:18,
3464143764,霸王别姬,,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2561716440.jpg,1993-07-26(中国大陆),https://movie.douban.com/subject/1291546/,9.6,"剧情,爱情,同性",,,,2022-08-19 20:25:14,
3464143725,阿甘正传,,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2372307693.jpg,1994-06-23(洛杉矶首映),https://movie.douban.com/subject/1292720/,9.5,"剧情,爱情",,,,2022-08-19 20:25:12,
